"","text","emotion","polarity","result"
"14316","americanair fair enough but they could have at least told us once again its the lack of communication delays happen just tell me","unknown","negative","negative"
"14317","americanair even with calls you havent been able to help us anyway nevergettinghome","unknown","positive","negative"
"14318","americanairis the cancelled flightled one","unknown","positive","negative"
"14319","americanairgot us to lga safely thanks for taking the time to make the plane safe before flying","unknown","positive","positive"
"14320","americanair cancelled flightled my flight didnt notify me and i can only rebook by phone but cant get through to an agent epic fail","sadness","negative","negative"
"14321","americanair i was just severely upset by the rude cs rep i get shes prob stressed but i am too an aw let me help cld mk it btr","sadness","negative","negative"
"14322","americanair while im sensitive to this fact i dont believe that warrants poor service a little help amp compassion goes a long way","sadness","negative","negative"
"14323","americanair flight attendant yeseniahernandez provided excellent service among peculiar conditions throughout the day ✈","unknown","negative","positive"
"14324","americanair i didtimes withof those being hung up on the other one it finally sent me to the call back notification fixyourstuff","unknown","negative","negative"
"14325","americanair complt incompetence on flt lav delay from a pln that lnded last nite no internet and poor svc not what i expect from u","joy","negative","negative"
"14326","americanair just landedcrew couldnt have been more gracious or accommodating although a long delay i appreciate your prompt response","joy","neutral","positive"
"14327","americanair why would i bother wasting my time calling them when they are gunna do nothing","anger","negative","negative"
"14328","americanair five times at last count","unknown","negative","negative"
"14329","americanair as usual my next flight shows on time but its suppose to leave inminutes and hasnt boarded","unknown","negative","negative"
"14330","americanairim not sure if im rebooked now in a line at airport trying to work it out the earlier i can get to sfo the better","sadness","neutral","negative"
"14331","americanair orbitz has only shown priority seats since we booked amp paidweeks ago","unknown","positive","negative"
"14332","americanair has cancelled flighted their lastflight into shv tonight amp all flights for tomorrow febout of shv and multiple flight into shv","unknown","negative","negative"
"14333","americanair this might look good but the pita is inedible last year delicious shrimp cocktail this year garbage","joy","neutral","negative"
"14334","americanair thats if it is ever complete and if i can ever get through customer service theydontanswer","sadness","neutral","negative"
"14335","americanair where are your tickets offices in boston impossible to book by phone or use vouchers on website what a headache please help","joy","neutral","negative"
"14336","americanair not sure what this means but son and i will certainly have operational needs for seats during fltnext friday yet","unknown","positive","negative"
